tweet,sentiment
hbb ines happy birthday nchalla bhal sene te2dare t7a2i2e kel chi btetmanni,1
nzltn habb,1
ya amira yes3dek allah,1
mabrook zena,1
khalas mtl ma bdik bekun atyab,1
sba7o najwati,1
lhamdella 3a salemita ahla khalto,1
ana bhebikk imy,1
hahahahahahahahahaha khalas bi amrak,1
ma ajmal hal saba7,1
adhak chi wa2ta hada oul le lelloup eno bro kam le hatet,1
ktir bheb eno aana nafs name,1
merci albe,1
alah ya wael,1
ya maleki alf mabrouk 500k,1
rita ktir halwin dress jewlery kil chi zelfa kamena kamena wahdeh nssit issma bas 3ayleta fares,1
yi shou bou mouzi3 mtv mabsout hal2ad,1
ah she is answering meen mekhde meshe tsharafna,1
ade awye hal ghenye,1
chou kyoute,1
yo2boshne rje3et,1
khallina s7ab,1
jamelik lea,1
bhebba yo2borne rabba,1
ya alah chu bhbk wehyet 3youn emme,1
enno ente ktr helwe,1
w2ana metlik min be7termik wo b7ebik kter min hon lal al3a mabytetla3le retweet,1
ehh bas howe ka howe kter 7eloo l2anoo mrtab mano metl hol le abel eshy mesh mafhome,1
3ande nahfete aw2et,1
kebret zghirtnaa,1
edde ryeha lyom,1
kater khayrak,1
hayda fans najwa karam bkaber aleb,1
habbet aviytak,1
ya massi7 allah ysabrik nshala te2ta3 hel azme hala2 7a a3melik website lal tabarou3at osstik ktir assaryit fie 100 warde elik,1
bonjour ya albi,1
yi allah ybarshrik bas leh,1
dakhil li 3emelle missed call ana,1
wel3ani mn hl2,1
wlak enta ahla 3alam,1
albak albak yo2berni 500k yala eja dor lmellion,1
lhawa tayyarni ya habibi,1
eh allah ykhallik,1
7a nseer besties akeed,1
ya hayete,1
abas enjoyy eza shft salmle 3ali,1
ana rajol men dehab mkantar bel elmaz,1
yalla balke mna3mol meeting lal fans 3a sharaf lsett nidal bas tet7assan nchalla shu ra2yik nouna,1
la2 hay a7la,1
enta ktir awe like your outfit and hair btw,1
yslamle li byfhamne,1
marwa ento ma fe menkon aslan,1
ya dellee chou chta2tellik,1
haha hlof akhadna hek soura,1
ktir awieh hl hal2a hicham is the best,1
jana happy birthday nchalla hal sene tkoun 7emletlik iyem 7elwe,1
ma3ak 7a2 100,1
yeslam temmak cheikh mohamad ya reit kel rijeil el dine byet3allamo mennak fachaytelleh khel2eh bravo,1
allh yrhama tkun nafsa bel sama ya rab,1
shu 7elo hal ishya ktir betshed 7arim,1
allah y2awyki,1
ah hek befham eno nshamasna hahahahhahah love you,1
eh eza hekk ma 3ande mene3,1
hahahahaha ahdam 3alam allous,1
your icon omfg hayete ma atyabna jgkanvkaivosjbhebik,1
3ada 3an enna 3asabiye 3ada 3an enna khawta ma be2der eghfa 3ashiye ella ma esma3 sawta,1
natrinak mnatra,1
yeslamle mrawwi2 nchallah deyman,1
hehe ente bala ma t2ouleh befham 3layke,1
tekram wa2t sme3ta lyoum neket albe ad mana mazbouta,1
yen3ad 3lek ya b3ir,1
hahaha bhebik,1
ana b2elik tesba7i 3ala khayr 7ob sa3adi ya kel khayr wl 7ob enti ya far7et aloub,1
bl f3l draset 3 hours lyom,1
yo2borni zaherr ma a7le,1
mabrouk,1
yen3ad 3leik,1
jamelik mary,1
t2bre albe inte,1
aala ayya asas mumkin enni farrit fikii,1
eh meshe hbb,1
merci khaye nefra7 menak,1
mwafa2a nchalah,1
meen ghayra amazing ma 7ada,1
khalas 3refna shu njeblo on his birthday,1
1_ hb enta allah ydem hal m7be 2 thank hayatii ana kamen,1
sabaho,1
hayde awwal sene byemrou2 hayda 3id barakit bet sett kel mech mawjoude allah yer7ama tkoun nafsa bl sama ya rabb,1
merci habibbti allah yohfazek kellek zaw2,1
ana b7bkon,1
ya rabi,1
akidd mneftekher ino 3inna yek 3enna jeish,1
eh meshe,1
hahahahahahah eh mbala,1
betwal3ia wain ma ken alla ye7mikew ya rayt mnshoufik hek be programmes deyman interview hafle,1
ykhallilik emmikk hbb,1
sallem 3aleha ya hawaa,1
jamelik rita,1
wlak min adak,1
ktir bheb nour,1
3njad ktir 7elo w3fawee wmo2aser mabroykk,1
kter lab2en la b3ed,1
bedhak bfez kelne sawa,1
kountou atakarram kawni sabi3a fi lubnan,1
hahahahhahaha yo2borne fossik,1
yesaadler sabahik ahla sabah,1
set banat mashya btetdalla3,1
ktir 7elo hayda nshalla btlbso,1
enty oum misali kul 3am ou enty alf kher,1
rou2 rou2 ma3le awal match ma bada to3sib,1
bhebik more,1
tamnina 3anek,1
ya dakhil allah 3al hadami,1
bannoutetna helwe,1
kalemak jawehir,1
thank uu khaleda hayda men zaw2ik ente kmen,1
khalas walaw ra2ebte,1
yii albe bhebak,1
ik im the luckiestt akid bes bheb tred 3leye twitter benbosett,1
haha hayetti,1
ya sharefa enta,1
ya rab tnajjina,1
man btetekal,1
nshalla dayman,1
martak nshalla,1
are perfect metel ma ente,1
allah ye7mikon,1
amar yobrni,1
hayatim eza r7te be teyeb nom yaleko beke do5ol yaleko beke hayatim,1
a7la 3alam,1
ta3e kol youm ya 7elwe,1
yalla shte2telkon,1
tol ma enti ma3na ldeni btdal 7obb far7 allah ytawel 3omrik,1
hamdela 3al salameh,1
waylee shu aweyye,1
shu helwi habbet 2alwen,1
yu2burne albik,1
7elwe ha,1
merci yaso ykhalilk ahlik,1
saba7 kheir,1
b7bak ana b7bak,1
a7la makan bel 3alam,1
bhayete mesh sehran 3a ta3bir kitabi alla yse3edne,1
yo2borni albekk,1
shu b7eb basatik,1
bhebek 3al 7alten,1
we3ite nanouj yala ta3i chway chta2tlik,1
ya rab,1
ensen tayoub bishof l3elam taybe,1
eza allah rad,1
najwa ya najwa b7ebbik ya najwa,1
allah yaserlak akhi fellah,1
on hayda hake,1
ktir helo bass ma befham shi 3ale mni7 yale fi lyrics tahet,1
ya rab,1
hello elek fa2di nawarti zouz,1
sa7ten dado,1
yii mabroukk,1
allah ysalmak ya rab,1
wow 8eneye romanceyee wow ya najwaa ataltene bhl 5abreyee natren 3ala nar 8eneyee,1
ana asefa,1
bshaje3 fekret mr robot,1
eeh man bkra 3ide chou beke,1
anaa jett chta2ttelik kteeeir,1
aktar fari2 mahzouz bel 3alam barcelona,1
hayete rabbak,1
3m oul mehlaww wejak mnawer,1
bs bi taltek 3aje2tik btnawri albna deni,1
aywaa adoul,1
a7la radd so far,1
aslan ni7na ma mne7dar arabs got talent ghayr kermalikk,1
hala walla,1
3aysheen ya khalte 3aysheen,1
bshaje3 ehh bada,1
haiifa lesh kter hot,1
yo2brne sawtik shaklik fostanik 7esik tyebik sha3rik kellik jawik kel shi,1
bas hol ahlak khaye elon fadl 3lek,1
sar fi bawset,1
habibti souso teslamili,1
bhes hiye fiya tkun ahla em el neon,1
hahahahaha habibi entoo,1
alah yeshfe,1
allah ytawel bi3omrak wtkoun ayamak kelha 5eiw barakeh soha tdalak ma3ayltak bi5ei,1
ya alla mesh ma2boul edde b7eb edde feshele khel2e,1
bmout fike,1
mawf2aa ya amar,1
atyab sandwichten shawarma men 3and kalaa chicken shuf iza bteshba3 la2,1
akidd entee habibitt albee sana22,1
allah yehmik,1
najwa byetla3lii happy birthday ma3 bawsi,1
raw3a ramy 7alka bitjani inta,1
el hamdella,1
metel el amar metel el amar edamha dabou el bachar,1
2nta alf 5er,1
saba7 7lo kifek chta2tliik add deni teslamli ha de7ki btfare7 albi,1
hbbti enti,1
mabsouta aam dahkik,1
hiyen albe,1
ken ktir helo,1
be3tezer menkon,1
khaye mafi ahla mnel positivity,1
salemet albek rayto msh ente,1
ana aslan mel youm b7eb 7ali 3an lyoum le b3do hyda ma fe mena shak bas ma b3rf lyoum 7ses 7ali sexy kter,1
ahdam menak,1
to2brii albi,1
chou hal rouh watanie lyom ya siso,1
merci alla ykhaleeke,1
ya aayne aalekk,1
lek alb albi men juwa b7otkon,1
rez2alla,1
7abibet albi enti najwa kel yom sobo7 abel madrase besreda 3a aghanike,1
ana bhebak ma fi ghayrak byfham rase,1
ys3dli sba7ek,1
ya 7abibetna enti sourtik bi albna wayn ma tkouni,1
thank hbb nshala,1
nawaret dubai lhamdella 3a salemeh albi,1
la btezbat lesh la2 la3younek,1
yi habibi guys,1
kter mahdoum,1
ma fiye ma edhak lama hada y2oul aloou,1
yeslamle l8ala wel jamel,1
ma fi mnik lywam tesba7o 3a khayr,1
wlak ilym,1
hayeteh ente,1
masa elkouloub elsafier,1
ente ahla,1
souk el akel,-1
min bi7eb ymoott ma3y,-1
wallah 3arfe sa7be o5t sharmouta,-1
bezha2 aktar,-1
hayete sa3be,-1
hay sabi mukhabarat bashar,-1
ah er,-1
aashu aam tzambre combination between tzabre tetjawla2e,-1
btkuno mayten la y7kikun shab m2ayan bs y7kikun btsero tetkabaro,-1
kel ma efta7 snap bl2ee hayda hayda msawren ejryoon shft ejreen nos shabeb lbalad lyoum,-1
fi astal menkoun fans ento tansho 3al mawdou3 ma ento bas tkouno 3m tdef3o kel bishouf wl kel bisir ye7ke,-1
l3ama rachid makhloufee ma le3eb hal khota,-1
rkabou la bayye,-1
ma fhmt,-1
ma bred 3le ba2a,-1
eh lakan ma tedhak 3al akbar menkon iza ento ekhretkon tawebzo lal fera2 3andkon,-1
haram heke haram,-1
allah ybdahedlak,-1
boukra adrab,-1
wlk ekhtak aa ekht hal zamouurr shu mz3j,-1
lesh bbalish series ma3 ahle lesh bekrah 7ale,-1
ele se3a natra azan la yeskhon ekher shi byeje khayye byethamam able,-1
hahahahhahahah w2e3et bel mawje,-1
ma bedi esma3 7ada we2f,-1
le ana gheyrane l2n ma 3nde saf 8,-1
rah e2tol hale bc 3ande uni kel yom,-1
he doesnt leh ghalaza,-1
wlak skete ana ba3ed ma sada2et enik msahbe let alone getting married,-1
ya rayt 3indi 1 min 7az,-1
el real el sene zefet hay mesh mekhtelfin 3layha bass el tehkim zalam be ktir mahallet kamen,-1
ma bedi adros bakrah adros,-1
shu ya bheyem,-1
ma fhemet mawdoo3on ilsaraha,-1
seret tal3a 3al jiran li faw2e marten ba3do ebnon 3emil salon terrain basket kif byefhamo 3alam,-1
eh 3njad leh hek sayrin ma byekfe l3alam l3arabe 5ereb bl seyese kamen bl fann 5ereb la wara,-1
khalas ma bda halaad,-1
bekon 3am y2atlo deben wejon,-1
kol khara tedakhalsh bayne bayn qarabte,-1
ma eltellak batalna ref2a,-1
hel2ade wes2in bi swe2etkon la hata you dont even put the seatbelt on and you use your cellphones,-1
kes ekhet wejjik,-1
waja3tile albe khtay,-1
3al fade hal eshya la bi2admo wala bi2akhro,-1
wlek ejre bl hayet,-1
battalit tenfa3 sar badel ma ndawe sham3a baddna ne7rou2 7erech ta nkaffir 3an khatayana,-1
rooh 3a jbeil msiibe,-1
7elo mesh 7elo cz fe nes btktblek eshya btsem badanek,-1
betsha2af bas esma3 9 crimes la damien rice,-1
nafse ba3id 3ane,-1
sa3be ktir,-1
ejre hazard eza tay2o,-1
yaane when youre dead bala tfel7os,-1
hewe talab ychoufik ana bdfa3 3omri bas 2elma7ik,-1
balehon ahsan we ariah,-1
kollo tafnes 7ake araf,-1
wjoodek 3l timeline 7arkashe bokhsh 3alam kella,-1
mnballish na2,-1
inte mashi byez3jek tes meshe,-1
mabyefhamo ella hek smh,-1
kelmet 8byee alele 3alyaa,-1
7atta crush met8ayer sayir khara sho had,-1
bta3rif 7abeebe a7ad btebta2 internet,-1
maqhourin mnil maleka maqhourin sa7 sasso,-1
meshe hal kelshi sa3eb wen ma hataytoune 7a ne2 tbh,-1
taret jabha,-1
kel lfans 25do like ela ana,-1
ma tehke ma3e,-1
3am ekol batti5 tsharda2et ayre bi shaklak,-1
wel jahel le 3am tehke 3ano howe le 5ala yser 3ena nawawe dawle islameye be 3azamet iran,-1
shem la tdou2,-1
allah la yreddik ya wayle,-1
shu faya2ne ana hl2,-1
wlakk akhh,-1
3am tkhounine,-1
kl ma nshuf walad zghir bdna ns2alo shu esmak bi3azblna albna la yjeweb mnmed idayna nos se3a la y2bal ysallem,-1
eza bafarjeki math 3enna btebki,-1
tehkim mahzale,-1
bil marra,-1
me soon arafoune 3ichte,-1
zahhet ya sharmot,-1
wtff khlesna ba2a l3ama,-1
hata hay msh zabta 3ena 3eft alla add ma hawalet kahraba hl2,-1
bendam enne beftah hadees bsir badde red mej,-1
a2alla shi leish min lebis 7elo ashna3 mn hayk ma sheft bas maya sari7a,-1
ma befhamkon wala befham hale,-1
wlak balshiya wle,-1
tab 5lass kele zak d2ne 5l2e,-1
tenzakar ma ten3ad nshalla,-1
3m oul le nkasar 2zez 3nde,-1
baado chob aal kem tawil,-1
lek nhna sha3eb ferkina mshyin fiha eza byu2a3 clown bi id wahad menena haram bi jen,-1
fi hada sawatle min hal2ad byekrahik,-1
ma badon ra3is awi badon tartour,-1
ya haram,-1
dekkentik maftouha,-1
hahahahahahahhahahahahahahahhaa kiss ekht 7az,-1
shaltaf bro bada ayre me min shaltaf emmak,-1
hahahahahha 3anjad ma bestrji esma33 7adi 3alaam,-1
le bala akhla2,-1
mafi wafa,-1
ahsn shi nem,-1
hahahahahah mahek ma btelba2,-1
la haram he slipped mich ha2 3le,-1
kteer 3abele a3ref adde jeybe final bass la2an ma kint derse khsouse essay,-1
ktir dehaktine hye anja2 btasamit,-1
3ayb ya 3ame,-1
honestly have tpc boukra baed ma daraset,-1
usually dont curse in front of her bte2tlne bas eno kenat mer2a sm3itne 3am sajel balashet bahadel and was like,-1
ya allah rase,-1
emmik 3a emmon,-1
ya masha7ar lesh hek 5atto,-1
yl3an manzarak tfeh,-1
ejreh fik shu mjarras,-1
be2raf mn 7ale ugh,-1
ta5antuha eh hyda sar esmo jala2,-1
wle ark ent jebet hal marad el social media,-1
alle ba3d ma3e la bukra bas ken 3am yehkine ka enne etletlo emmo,-1
ana 7azzi ebin manyouki tbh,-1
is3ali chou ma 3ajabo bil mousalaha el massihiye we ley ma indam illa inno manon wataniyine,-1
eh bs la min taraket jalyet rahet nemet metwek3a ejliyon ana ya3ne,-1
aba3refsh ma bado ysalim 3ale,-1
min enta osbaa ejer byenkesiir,-1
emm aletle hterim halak abel ma tehterim ghayrak fa soret elbous cravatte ana 3am bodroba,-1
ino eh shu azdek y3ne,-1
ouff leh,-1
abel la shu hek fi ja3ir,-1
ou vis tu ya 7aram,-1
khalas eza ma rabahuk hal mara mensewe sawra,-1
maba2a tsemini,-1
3atoul behke 3an emme bel tweets lezim ehke 3an bayy emme ktir bet3azzib bayy,-1
mbala do wtf,-1
ann le2o 7al lal zbele nicee bakirr,-1
3a2ases bi waselne 3al sheghel bas kabne 3al tari2 alle ekhod service,-1
ana shajra,-1
ou3a toghlat thke 3an el gays hon wala la ynikouk,-1
hala2 ente 5rite 3al fhm,-1
leish hal2ad mam7oune mouzi3a ktir yay ayy,-1
3an jad ma btkhallo lwa7ad yethanna bi chi,-1
hek besir fi le byeshmat,-1
lak yel3an dina hal international break,-1
bki la ellak bki,-1
ktir bshil ebke,-1
yeb3atlik 7emme we2if albe ana ray7 em7e tweet,-1
bye ma akhraki,-1
khalas bala fadayi7,-1
hahahahahahaha bass nendob bi ni3a,-1
nchala hada le wa3ene bel nachid watane ydi3 be nos bahrouhou la lebnen,-1
kasrti albe,-1
3alam we27a bada tdhak 3layna,-1
hahahaa laych z3ali b2brik,-1
eh momel ma fi ebde3 wala afkar jdide 3amlin clip 7arfiyyan 3a kalem song metel k2n shi walad 3amel clip,-1
ma ken lzim fi2 now,-1
sha3eb mamhoun baddo shaghle yente2ida fi2o 3a 7alkon kess ekhet me7enkun,-1
shob zaha2,-1
hada yeje yef2a3ne bi shi tanjara 3a dmaghe,-1
100 heye 7bet temza7 m3naa bas fe nes ma bylb2laa,-1
fiye ente7ir,-1
lezim eksor shi,-1
seret tkraho,-1
lra2is shu shaghlto bel dene yzabet mashekil lmuwatinin ana muwatne 3nde mshkle,-1
baleye ya shramit,-1
ma t7ete ha2 3al ta2es nahna jil ma elo jalad 3a chi ya3ne hala2 mne2oul bade balech sport betrouh la ba3ed tlet techhor,-1
ktir ma bhefham eno mabhouh sawte aalam btesaalne wen rah sawtik mean,-1
nehna kelloun byejo hamir french english,-1
kes emmo,-1
hay bel mansoureyye a5 bs shefta bkeit,-1
badel min mekhdeh baddeh ello la wahab men mnefkhak,-1
eh plz rassieh ntek ekhta el siyara,-1
shu we27a,-1
ayre bi li fehem,-1
la wlo ma 7abbet bi sawa ino men wara 5abta zghiri reje3 yshuf hek pure film masri walaw,-1
mesh 3am bshba3 nom,-1
tkheyale daye3 wa2te 3a hablet banet shabeb 3ndon na2es 7anen kabet jense,-1
n2ebre drese macro,-1
ana 7euli ma b7eb,-1
7ywan kalb,-1
ma 7ada fehim shi,-1
its official 7a a3mol ra2asa,-1
3emellik shi ana la awwamte el mawta men el 2bour bi hayete,-1
metel ma na2i bil nafess taba3 m3almak mikati khalo daech bi lebnen,-1
3enna 2awsa5 bro,-1
kello 3emel black friday ana ma ma3e lira emshe,-1
shu bt lett hakke,-1
haram diana haram,-1
bi adouwa sarcasm ma bte2bal tkoun mom tehtam bi bayta 3ayleta hiyeh aham mn hek ba3den bi sir badda tbakkina 3a 3id om,-1
shouldve mentioned enak beyekh kamen,-1
badde mout haha guyz,-1
shu 3amlitla enti 2ooli mesh tal3ini swad wej atla3 men taraf ghaltan,-1
christelle ta3eh ejeldik plz,-1
se3a typing ekhir shi ok,-1
ma3ik ha3 bale we bala sirto hal koko,-1
ana hole ma bhebbo,-1
er,-1
kim kardashian sarla chi 2 weeks mech tali3 7esa hasset fi chi ghalat since byefel2una fia 24 7 usually,-1
ya 7a2ira,-1
sedi ne3ik,-1
bzejjik ffs dont want to know shu 2rita,-1
el 3ama,-1
inno 3am tethajamo 3layha le2anna gay omg shu homophobes ste7o,-1
ahhahahahaha khaliyoun aal,-1
erfene hayeti tanen taleta orb3a khamis jem3a sabet skl tab ma haram zelem wwala,-1
ya ret fee shi benet mlaz2a 3laye mtl ma hal barghashe sharmoota mlaz2a 3laye,-1
ekht aalam man,-1
kef badde ou3a 9,-1
be2tol hale ana iza wosolne hal2ad vns,-1
yl3an 3ishte shu enna hlwe,-1
wlak ayre hal nhar,-1
shayfa lkol men wara nadrte sayste ene ma rodesh 3al kaleb,-1
1 ma da5alak ek 2 ta3a ta3a,-1
bass nehna boutit maneyek,-1
wlih 3ayb,-1
hahahaha 7elle 3anee,-1
hahahahahaha mawatetne,-1
ya ret tetskar saf7a jakra feyon,-1
nezlo banet daynayeh,-1
rje3et 3al bet el wade3 araf lol,-1
la so2al bl kaber wala she ticket mobasharatan 3a jhanam,-1
eza ma3ik microphone leh 3am t3ayte,-1
plutot cha3eb mech mfakkar,-1
kiss ekht enseniyye aa ekhtkon wahad wahad,-1
3am bet bat2o connection abadana ma mna2mil chi hek bro eben khalte 3omro 10 snin bya3rif eza speed bati2a aw la2,-1
mabade jem3a,-1
lak haram wahad you3a ba3ed daw ma tele3,-1
dam3a elna lfar7a lal nes,-1
wle ente fo22 mfakretik bey,-1
ente law chu ma 3melte ha ysir eendik diaree,-1
fel mn wejje,-1
hahahahahahahha zahhet,-1
your avis daya3oule hayete leh atshin wej ba3ed,-1
kteer 7elo emrad halla2,-1
hahahaha elle byed7ak bel awal byekbe bel ekher ya zebianos,-1
kif elik 3ein tou2afe barra natra wahad wen karamtik khalli houwe yelha2ik,-1
from la albe yalla ta3e to la tizi la terja3e real quick,-1
al alile 3terefle bel ebde3,-1
hahaha bro mentek wade3 have class on saturday bi jbeil,-1
dons positivity bta3mele ala2,-1
mbareh elna ma ahdam lyom ma eedna nehdema,-1
ma btmshe iza kna ktar,-1
ana ejer kerse,-1
ma a2l2ama,-1
elet badde rayyih 3youne 30 minutes ta oum mnashta rehet nemet se3a nos,-1
yii btsbe ya32,-1
eh kenet latsh,-1
hahahhaha lk yaro eskete ahsen elk lano menk adna ente,-1
bess el chaaer aal kess byaamol eltihebet,-1
balash doudit lared yetfalsaf,-1
same high five he is ktir ma bya3ref yhke ma3 el nes sarle chaher mwa2af 3andoun bas lyom t2akharet tdaret soff 3ando,-1
ya kalbe,-1
wlak ejre bi 3nedik,-1
al fahsha2 ya3ne bekyo sawa fa7asho,-1
lesh shu howe le 3am yt2dam 3ana 8er t5lof jahal,-1
bade ohfaz lkharawet li mwaslin sot lnadbiyet 3nd allah,-1
eh ma3le yen3an khelftu 3atle,-1
me im bored mum emshe nroo7 dt me nah mej ktir ta3bene,-1
kouli khara ya ga7ba,-1
akh rase,-1
ya kalb teffeh,-1
keef el 3alam ela jlede ta3mel hek shi,-1
la7 ebke,-1
toli3 daghte,-1
sorot kel ma a3mel machrou3 a3ref eno ma ha yezbat,-1
fi 3alam we27in la daraje,-1
mom ente law bthemek emek kenti khelastili hal marhale men zamen me meshe mama,-1
nehna kess emna,-1
msh mante2 msh 3adel ana ja3en,-1
yii leh ma hkite,-1
nshalla ya 7mara,-1
fekko 3ane bseb lse3a li rej3t fe2et fiha,-1
le mhda lekesh ba2a,-1
ma ktir habbet enno 3am tnazzel souwar ma3 gjer banet,-1
3anjad ktir tali3 besh3,-1
lah tbayne el layle walla lasama7alla,-1
la2anno shakhsiyte aweyye jezzebe 3asabiyye e2touliyye betdammir meen arreb 3layye ana jeye ghayyer 3aserko ana jeye 3allemko,-1
want enik tekle khara,-1
bkel saf aandak hol telmizen li byetfashano oulo estez ma baddak tsammi3,-1
eza za3ajak shilo,-1
ehden kelo khara,-1
mana ma3roufe chou nsina,-1
ma ahbalik noway,-1
mom aamlet custard ma byenbala3o,-1
ktir chob,-1
hahaha ya zalame el lebneneyye yalle jeyeen 3a lebnen e5er el sene ma tay2een 7alon,-1
3a2ases enik bethebineee,-1
eh soukhafa la2an kelo te3weye mesh aktar lek sa2at nizam wow so much freedom fi2,-1
ide mejwiyin rihto hamburger 3a djej,-1
hahahahha kess ekhet hek dawle arkhas men hek ma ba2 fi,-1
emme betwaterne bas tkhallis cigara twalli3 tenye,-1
bass ya z2e2e,-1
3ajabik maskhara iza la2ayte hrisse ma tense tkhabre,-1
lee 2atesh rassak ur avi on snap ahla soura,-1
shu ene msh tay2tak,-1
shu hal tafeha,-1
fucking hate arabs yal3an se3et el rjel el 3arab kellon,-1
fhemtak ghalat,-1
aam bebke,-1
leish hek fostana yii shou he,-1
la2ano ze3elet ma32oul balachet brevet hiye ma 3am bta3tine push,-1
no ma btetkharaj,-1
ndabbe wlak,-1
2a3de bi usa ma 3ejbik,-1
yekhreb baytoo li ma bi7ebek,-1
nshalla yto2 2eeda,-1
shes so pretty la min enta tali3,-1
7assesne ene r5issa,-1
bendob hazze,-1
leh 3ndik scarlett didnt share it ma3e wahyet alla tama3 msh ma2bool,-1
wajja3tile albe,-1
ma bti2o,-1
nicolas khalas ba2a,-1
ma lah2t tsir,-1
law btekle khara,-1
akh ya albe,-1
ayre bchaklik,-1
ya ekht shlite,-1
ana basle,-1
too late now akalna il darob,-1
sad2ini mahada mab3uss addi,-1
batalte thebbine la2an,-1
skete wli,-1
5las 5las,-1
